-1.4605931,-48.4929183,Travessa dos Apinagés x Av. Conselheiro Furtado
-1.4734742,-48.4759453,Travessa dos Apinagés x Av. Alcindo Cacela
-1.4738158,-48.4834127,Tv. Honório José dos Santos x Av. Conselheiro Furtado
-1.4644397,-48.495557,Tv. Honório José dos Santos x Rua Nova 1
-1.4727776,-48.50116,R. dos Tamoios 
-1.4587282,-48.4897227,R. dos Tamoios x Av.Serzedelo Corrêa
-1.4541302,-48.4928639,Av. Serzedelo Corrêa x Av. Nª. Sra. De Nazaré
-1.4633899,-48.4862854,Av. Serzedelo Corrêa x R. dos Timbiras
-1.4679202,-48.5015474,R. Cesário alvim x Av. Bernado Sayão
-1.4629699,-48.4961822,R. Cesário alvim x Av. 16 de Novembro
-1.4576213,-48.4500241,Passagem Ligação x Av. Celso Malcher
-1.4626771,-48.4511835,Passagem Ligação x R.da Paz
-1.4610912,-48.4510138,Passagem Belo Horizonte x Passagem LIgação
-1.46344,-48.4465399,Passagem Belo Horizonte x Av.Perimetral
-1.4615025,-48.4510572,Passagem universal x Passagem Ligação
-1.4638245,-48.4467389,Passagem universal x Av. Perimetral
-1.4553683,-48.4585949,Passagem Nª. Sra. Das Graças  x
-1.4579,-48.4502356,Passagem Nª. Sra. Das Graças
-1.4549798,-48.4557966,Passagem vilhena x Av. Gentil Bitencourt
-1.449853,-48.4514246,Passagem vilhena x Rua Roso Danin
-1.4097804,-48.4813958,Tv. Alferes Costa x Passagem Cabedelo
-1.4264746,-48.4556207,Tv. Alferes Costa x Av.Rômulo Maiorana
-1.4053064,-48.4331298,Rod.BR-316 x Av.Alm.Barroso
-1.123888,-48.3841142,Rod.Eng.Augusto Meira filho x Portal de Mosqueiro
-1.1239121,-48.3841374,Portal de Mosqueiro - Sent.Rod.BR-316 x Av.Almirante Barroso
-1.4051495,-48.4333044,Rod.BR-316 x Av.Almirante Barroso
-1.3660634,-48.3661855,Rod.BR-316 x Av.Independência (Ananindeua)
-1.2965703,-48.1745395,Rod.BR-316 x Av.Antônio Lemos(Santa Izabel do Pará)
-1.2964041,-48.1746414,Av.Antônio Lemos x Rod.BR-316(Santa Izabel do Pará)
-1.3657524,-48.3662391,Av.Independência x Rod.BR-316(Ananindeua)
-1.3867239,-48.408708,Rod.BR-316 x R. da Providência,IGNORAR
-1.3658397,-48.3627075,Rod.BR-316 x Alça Viária do Pará,IGNORAR
-1.47078,-48.2993642,Alça Viária do Pará (Primeira Ponte),IGNORAR
-1.4707804,-48.2993474,Alça Viária do Pará (Primeira Ponte),IGNORAR
-1.3655394,-48.3616883,Alça Viária do Pará x Rod.BR-316,IGNORAR
-1.3864826,-48.4087751,R. da Providência x Rod.BR-316,IGNORAR
-1.3658397,-48.3627075,Rod.BR-316 x Alça Viária do Pará - Sent.Alça Viária do Pará (Primeira Ponte)
-1.4707800,-48.2993642,Alça Viária do Pará (Primeira Ponte) 
-1.4707804,-48.2993474,Alça Viária do Pará (Primeira Ponte) - Sent.Alça Viária do Pará x Rod.BR-316  
-1.3655394,-48.3616883,Alça Viária do Pará x Rod.BR-316
-1.42612,-48.48884,Rod. Arthur Bernardes X Av. Pedro Álvares Cabral
-1.31156,-48.48648,Rod. Arthur Bernardes X Passagem Maura
-1.31156,-48.48648,Rod. Arthur Bernardes X Passagem Maura
-1.42639,-48.48895,Rod. Arthur Bernardes X Av. Pedro Álvares Cabral
